Vijay_Vazirani,Luca_Trevisan,63,
Vijay_Vazirani,Joe_Celko,54,
Vijay_Vazirani,Franz_Baader,96,
Vijay_Vazirani,Jon_Stephenson_von_Tetzchner,99,
Vijay_Vazirani,Janus_Friis,51,
Vijay_Vazirani,Paul_Vixie,78,
Vijay_Vazirani,J_C_R_Licklider,69,
Vijay_Vazirani,Bill_Atkinson,55,
Vijay_Vazirani,Rodney_Brooks,77,
Vijay_Vazirani,Tim_Berners-Lee,89,
Vijay_Vazirani,Jimmy_Wales,49,
Vijay_Vazirani,Deborah_Estrin,11,
Vijay_Vazirani,Chrisanthi_Avgerou,81,
Vijay_Vazirani,Danese_Cooper,86,
Vijay_Vazirani,Susan_T_Dumais,58,
Vijay_Vazirani,Charlotte_Froese_Fischer,94,
Vijay_Vazirani,Adele_Goldberg,6,
Vijay_Vazirani,Wendy_Hall,83,
Vijay_Vazirani,Leah_Jamieson,16,
Vijay_Vazirani,Anna_Karlin,57,
Vijay_Vazirani,Janet_Kolodner,90,
Vijay_Vazirani,Monica_S_Lam,14,
Vijay_Vazirani,Caryn_Navy,38,
Vijay_Vazirani,Wanda_Orlikowski,85,
Vijay_Vazirani,Jean_E_Sammet,73,
Vijay_Vazirani,Sarit_Kraus,11,
Vijay_Vazirani,Barbara_Simons,27,
Vijay_Vazirani,Maureen_C_Stone,67,
Vijay_Vazirani,Carolyn_Talcott,71,
Vijay_Vazirani,Wang_Xiaoyun,4,
Vijay_Vazirani,Mary_Lee_Woods,73,
Vijay_Vazirani,Beatrice_Helen_Worsley,38,
Vijay_Vazirani,Maria_Zemankova,3,
Vijay_Vazirani,John_von_Neumann,57,
Vijay_Vazirani,Steve_Jobs,63,
Vijay_Vazirani,Caterina_Fake,11,
Vijay_Vazirani,Georg_Gottlob,31,
Vijay_Vazirani,Paul_Baran,30,
Vijay_Vazirani,Peter_Naur,84,
Vijay_Vazirani,Richard_Hamming,44,
Vijay_Vazirani,Manuel_Blum,24,
Vijay_Vazirani,Gary_Kildall,32,
Vijay_Vazirani,Kenneth_E_Iverson,23,
Vijay_Vazirani,Niklas_Zennström,69,
Vijay_Vazirani,John_Ousterhout,29,
Vijay_Vazirani,Ray_Ozzie,88,
Vijay_Vazirani,Ton_Roosendaal,20,
Vijay_Vazirani,John_Henry_Holland,17,
Vijay_Vazirani,Håkon_Wium_Lie,53,
Vijay_Vazirani,Bob_Wallace,5,
Vijay_Vazirani,Joe_Ossanna,19,
Vijay_Vazirani,Takeo_Kanade,46,
Vijay_Vazirani,David_Gelernter,92,
Vijay_Vazirani,Harald_Ganzinger,43,
Vijay_Vazirani,Uriel_Feige,18,
Vijay_Vazirani,Edmund_M_Clarke,20,
Vijay_Vazirani,Michael_J_Flynn,63,
Vijay_Vazirani,Vytautas_Kaminskas,40,
Vijay_Vazirani,Algimantas_Kurlavičius,100,
Vijay_Vazirani,Daniel_J_Bernstein,59,
